"Nome società";"Nome del brand di consulenza ESG";"Sede 1";"Sede 2";"Sede 3";"Sito web";"Email";"Telefono";"Anno fondazione";"Anno di inizio dell'attività di consulenza Esg";"Fascia fatturato complessivo della società in Italia";"Fatturato derivante da attività di consulenza e servizi Esg svolti in Italia";"Cliente 1";"Cliente 2";"Cliente 3";"Cliente 4";"Cliente 5";"Progetto Esg particolarmente significativo portato a termine da un vostro cliente nel 2024";"Indicare le particolarità della società/brand nella consulenza Esg";"Fascia numero complessivo dipendenti, e collaboratori se presenti, nella/e sede/i della società in Italia";"Fascia numero dipendenti, e collaboratori se presenti, nella/e sede/i della società in Italia che svolgono attività in ambito Esg";"Purpose";"La società rendiconta le informazioni sui fattori ESG?";"Servizio 1";"Servizio 2";"Servizio 3";"Servizio 4";"Servizio 5";"Servizio 6";"Servizio 7";"Servizio 8";"Servizio 9";"Servizio 10";"Servizio 11";"Servizio 12";"Servizio 13";"Servizio 14";"Servizio 15";"Servizio 16";"Servizio 17";"Servizio 18";"Servizio 19";"Servizio 20";"Servizio 21";"Servizio 22";"Servizio 23";"Servizio 24";"Servizio 25";"Servizio 26";"Servizio 27";"Servizio 28"
"Pippo108";;"Via, Milano 108";;;"www.eticanews.it";"info@eticanews.it";"+39 123563";2013;;"Compreso tra 500.000 € e 2.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";"Iren";"A2A";"Novatex";"Gruppo Hera";"Sacmi";"Rendicontazione di sostenibilità consolidata per SACMI su 52 legal entity, gestita con la nostra piattaforma. Il progetto ha permesso un’aggregazione automatica, coerente e verificabile dei dati ESG, semplificando i flussi e garantendo la conformità alle normative europee.";"RE2N coniuga una piattaforma digitale proprietaria — business social network, app ESG e strumenti collaborativi — con analisi big-data e AI che favoriscono ascolto continuo degli stakeholder, materialità dinamica e reporting integrato. Un team multidisciplinare in business modelling e sostenibilità trasforma la compliance in vantaggio competitivo, accelerando innovazione sociale e creazione di valore condiviso.";"10 a 50";"2 a 10";"In Re2n ogni giorno immaginiamo nuovi percorsi per ""ri-sintonizzare"" le aziende e aiutarle a divenire sempre più sostenibili e innovative grazie a tool e soluzioni digitali che rafforzano il coinvolgimento degli stakeholder, abilitando l'innovazione.";"Non vi è rendicontazione sui fattori ESG";"Asseverazione bilanci di sostenibilità";;"Certificazione/asseverazione";;"Consulenza Finanziaria";"Consulenza su società benefit";"Compliance";"Diversity & Inclusion policy";"Esg Data Management";;"Governance Esg";"HR & formazione";;;"Procurement";;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;;
"Pippo109";;"Via, Milano 109";;;"www.eticanews.it";"info@eticanews.it";"+39 123564";2023;;"Inferiore a 500.000 €";"Inferiore a 250.000 €";"Randstad";"E GAP SRL";"Università Telematica Marconi";"UNHATE FOUNDATION ETS";;"CORSO DI FORMAZIONE SU ESG ED ECONOMIA CIRCOLARE PER DIRIGENTI DEL GRUPPO AUTOSTRADE PER L'ITALIA";"La nostra Associazione, oltre a creare e offrire concrete opportunità di lavoro professionale per i propri soci, svolge un ruolo attivo e riconosciuto nel mercato della consulenza, grazie alla posizione qualificata che ha saputo conquistare nel tempo. Parallelamente all’attività di promozione professionale, l’Associazione esercita anche una funzione culturale e formativa, favorendo lo scambio di esperienze e conoscenze tra i soci attraverso sessioni di confronto tra professionisti e convegni.";"2 a 10";"2 a 10";;"Non vi è rendicontazione sui fattori ESG";"Asseverazione bilanci di sostenibilità";"Carbon footprint & neutrality";"Certificazione/asseverazione";"Comunicazione";;"Consulenza su società benefit";"Compliance";"Diversity & Inclusion policy";"Esg Data Management";"Efficientamento energetico";"Governance Esg";"HR & formazione";;;;"Rating di sostenibilità e Esg (emissione)";"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;"Shareholder engagement";"Stakeholder engagement";;"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;;
"Pippo110";;"Via, Milano 110";;;"www.eticanews.it";"info@eticanews.it";"+39 123565";2019;;"Inferiore a 500.000 €";"Compreso tra 250.000 € e 1.000.000 €";"Solbian Energie Alternative Srl";"Plasticlegno Spa";"DFV Srl";"2ERRE Srl";"Sallustio Infissi Srl";"Un impianto unico per trasformare la materia prima in soluzioni innovative!
Stampa Sud Spa, progetto per l'eco-packaging in Puglia nell'ambito del programma FARO del PNRR. Con un investimento di 10 milioni di euro, il progetto punta a creare un impianto all'avanguardia per la gestione sostenibile di carta e cartone e scarti vegetali.";"Forethinking è un partner strategico e scientifico per le imprese che mirano a integrare l'innovazione e la sostenibilità nel proprio modello di business. L’offerta, basata su un solido know-how, partnership strategiche e un approccio metodologico rigoroso, il Metodo Forethinking©, consente di affrontare le complessità della transizione ecologica, generando valore a lungo termine per i clienti e tutti gli stakeholder.";"2 a 10";"2 a 10";"L'implementazione di strategie di innovazione sostenibile e la guida di una transizione ecologica efficace";"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";;;;;;"Consulenza su società benefit";;;"Esg Data Management";;"Governance Esg";"HR & formazione";;"Life Cycle Assessment";;;;;;;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;;"Ecodesign"
"Pippo111";;"Via, Milano 111";;;"www.eticanews.it";"info@eticanews.it";"+39 123566";2020;;"Compreso tra 500.000 € e 2.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";;;;;;;"Elevata seniority del team che assicura sviluppo della strategia e adeguata conoscenza dei processi di implementazione della stessa.
Esperienza multisettoriale che permette di sfruttare soluzioni ed azioni pratiche non strettamente legate ad un settore.
Capacità di dialogare con imprenditori e senior management delle aziende clienti.";"2 a 10";"2 a 10";"Promuoviamo una crescita sostenibile ";"Le informazioni in materia di ESG sono contenute in un report di sostenibilità non periodico";;"Carbon footprint & neutrality";;"Comunicazione";"Consulenza Finanziaria";"Consulenza su società benefit";;"Diversity & Inclusion policy";"Esg Data Management";"Efficientamento energetico";"Governance Esg";;"Investor relation";"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";;;;;
"Pippo112";;"Via, Milano 112";;;"www.eticanews.it";"info@eticanews.it";"+39 123567";2021;;"Inferiore a 500.000 €";"Inferiore a 250.000 €";;;;;;;"Ethilance si distingue per l’offerta di servizi professionali alle imprese, fondati su solidi principi di etica e conformità normativa. Il team multispecialistico integra competenze economico-aziendali e ingegneristiche, garantendo valutazioni approfondite in ambito ESG. L’approccio consulenziale mira a favorire la crescita sostenibile delle PMI attraverso soluzioni su misura e attenzione alla responsabilità sociale";"2 a 10";"2 a 10";" favorire la crescita sostenibile delle PMI attraverso servizi consulenziali fondati su principi di etica, responsabilità sociale e conformità normativa. ";"Non vi è rendicontazione sui fattori ESG";;"Carbon footprint & neutrality";;;;;"Compliance";;;;;;;;"Procurement";;;"Rendicontazione & reporting";"Risk management";;;;"Supply chain analysis & management";;;;;
"Pippo113";;"Via, Milano 113";;;"www.eticanews.it";"info@eticanews.it";"+39 123568";2020;;"Inferiore a 500.000 €";"Compreso tra 250.000 € e 1.000.000 €";"Golden Lady";"Aps Holding";"Carron";"Itlas";"Autorità Portuale del Mar Tirreno Settentrionale (Porto di Livorno)";"L'Autorità Portuale del Mar Tirreno Settentrionale (Porto di Livorno) è stata la prima in Italia ad avviare il processo per la Certificazione di Parità di Genere. L'ha fatto integrando il percorso nella rendicontazione ESG e coinvolgendo gli stakeholder, rendendo certificazione un vero e proprio obiettivo di sistema su inclusione e competitività.";"I partner si sono formati tutti in consulenza ma hanno cercato di creare una struttura più orientata alla qualità che alla vendita. Questo permette di creare rapporti sinceri con i clienti o i potenziali clienti. L'andamento delle offerte o dei progetti è molto attento agli aggiornamenti normativi o all'evoluzione degli obiettivi benchmark nel settore ESG. ";"2 a 10";"2 a 10";"Accompagniamo organizzazioni e territori in percorsi di sostenibilità, inclusione e innovazione sociale, generando impatto positivo e valore condiviso a partire dal nostro ambiente di lavoro. ";"Le informazioni in materia di ESG sono contenute nel bilancio annuale dell’azienda";;"Carbon footprint & neutrality";;"Comunicazione";;"Consulenza su società benefit";"Compliance";"Diversity & Inclusion policy";"Esg Data Management";;"Governance Esg";"HR & formazione";;"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;;
"Pippo114";;"Via, Milano 114";;;"www.eticanews.it";"info@eticanews.it";"+39 123569";2018;;"Compreso tra 2.000.000 € e 5.000.000 €";"Compreso tra 2.500.000 € e 5.000.000 €";"Ermenegildo Zegna Group";"Casillo";"Evoca Group";"Miscusi";"Fastweb";"Casillo Next Gen Food ha collaborato con Quantis per condurre una valutazione del ciclo di vita (LCA) del suo innovativo mix di farina Altograno®. L'esperienza di Quantis in materia di environmental footprint ha supportato Casillo nel
misurare e comunicare i vantaggi di sostenibilità di questo nuovo ingrediente.";"A partire da solide basi scientifiche, Quantis propone ai clienti un approccio sistemico al tema della sostenibilità che, partendo dall'analisi (assess), delinea una strategia (plan) e aiuta le società clienti a progettare ed attuare modelli di trasformazione sostenibile (transform). Un bouquet di soluzioni personalizzabili per un approccio su misura e una visione al contempo olistica e concreta del processo di sostenibilità intrapreso da ogni azienda. ";"10 a 50";"10 a 50";"Driving the shift from business as usual to business at its best. Incremental change isn’t enough. By aligning business with nature, we can shape a better future for humanity, where people, planet and business thrive. ";"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";;"Carbon footprint & neutrality";;"Comunicazione";;;;;"Esg Data Management";;"Governance Esg";;;"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;"Water management";"Impact assessment; Mitigation, restoration, adaptation strategies; Nature positive strategies; Product portfolio transformation "
"Pippo115";;"Via, Milano 115";;;"www.eticanews.it";"info@eticanews.it";"+39 123570";2011;;"Compreso tra 500.000 € e 2.000.000 €";"Compreso tra 1.000.000 € e 2.500.000 €";;;;;;;"n/a";"10 a 50";"10 a 50";"Aiutiamo investitori, proprietari e gestori di grandi portafogli immobiliari a individuare e mitigare i rischi legati alla sostenibilità, proteggere il valore degli asset e salvaguardare la reputazione sul mercato.";"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";;"Carbon footprint & neutrality";"Certificazione/asseverazione";;;;"Compliance";;"Esg Data Management";"Efficientamento energetico";"Governance Esg";"HR & formazione";;"Life Cycle Assessment";"Procurement";"Rating di sostenibilità e Esg (emissione)";"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";;"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;"Waste management";"Water management";"Finanza Sostenibile,, Social Value"
"Pippo116";;"Via, Milano 116";;;"www.eticanews.it";"info@eticanews.it";"+39 123571";2019;2021;"Inferiore a 500.000 €";"Inferiore a 250.000 €";;;;;;;"KC&A coinvolge professionisti con diverse competenze per affiancare l'impresa cliente nel percorso di mappatura e gestione delle tematiche di sostenibilità con un approccio integrato, a 360°.";"10 a 50";"2 a 10";"KC&A nasce per creare un ambiente di lavoro in cui la persona possa bilanciare una dimensione di elevato profilo tecnico richiesto dai clienti con l'equilibrio proprio e del team di cui si fa parte.";"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";"Asseverazione bilanci di sostenibilità";;"Certificazione/asseverazione";;;"Consulenza su società benefit";;"Diversity & Inclusion policy";;;;"HR & formazione";;;;;;"Rendicontazione & reporting";;"Shareholder engagement";"Stakeholder engagement";;;;;;;
"Pippo117";;"Via, Milano 117";;;"www.eticanews.it";"info@eticanews.it";"+39 123572";2011;2022;"Inferiore a 500.000 €";"Inferiore a 250.000 €";;;;;;;"Società con alta reputazione e know-how in grado di creare piani personalizzati per aziende di varia tipologia e dimensione";"2 a 10";"2 a 10";;"Le informazioni in materia di ESG sono contenute in un report di sostenibilità non periodico";;"Carbon footprint & neutrality";;"Comunicazione";;;"Compliance";"Diversity & Inclusion policy";"Esg Data Management";;"Governance Esg";;;"Life Cycle Assessment";;"Rating di sostenibilità e Esg (emissione)";"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";;"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;"Water management";
"Pippo118";"Topolino 118";"Via, Milano 118";;;"www.eticanews.it";"info@eticanews.it";"+39 123573";2004;2021;"Compreso tra 500.000 € e 2.000.000 €";"Inferiore a 250.000 €";;;;;;"Valutazione dell'impatto dell'uso del HVO al posto  del Diesel nella propria flotta aziendale ( oggetto di tesi di laurea con il Politecnico di Torino)";"Nausicaa si impegna a portare le metriche e gli strumenti della sostenibilità nelle piccole e medie imprese e a diffondere cultura di sostenibilità ""reale"". Ogni progetto viene costruito sulle esigenze specifiche del cliente e del suo mercato di riferimento , per garantire il massimo valore aggiunto . Un valore che possa essere misurato e certificato , prima di essere comunicato . Un approccio pragmatico e tecnico .";"2 a 10";"2 a 10";"Il Nostro Impegno : La sostenibilità è una cosa seria. Davvero. Per questo Nausicaa si impegna non solo nel supportare i propri clienti, ma nel dare il proprio contributo fattivo alla sostenibilità. (I nostri valori sul sito )";"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";"Asseverazione bilanci di sostenibilità";"Carbon footprint & neutrality";"Certificazione/asseverazione";"Comunicazione";;;"Compliance";"Diversity & Inclusion policy";;;;"HR & formazione";;"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;;"Stakeholder engagement";;;;;"Waste management";"Water management";
"Pippo119";"Topolino 119";"Via, Milano 119";;;"www.eticanews.it";"info@eticanews.it";"+39 123574";2025;;"Inferiore a 500.000 €";"Inferiore a 250.000 €";"R1Group SpA";"Project Informatica SpA";"Esprinet SpA";"E-work SpA";"Reevo SpA";;"Siamo una realtà capace di adattarsi alle esigenze di ogni cliente. New Vision Italia offre soluzioni e percorsi costruiti su misura.
Crediamo fortemente nel vantaggio delle strategie di sviluppo sostenibile, necessarie a rafforzare il valore economico e sociale dell’Azienda. 
Ci avvaliamo di un team di professionisti con competenze specifiche e consolidate, guidati dall’esperienza dei soci fondatori, leader in Sostenibilità e CSR che hanno ricoperto ruoli di vertice in aziende quotate in Borsa.";"2 a 10";"2 a 10";;"Non vi è rendicontazione sui fattori ESG";;"Carbon footprint & neutrality";;"Comunicazione";;"Consulenza su società benefit";"Compliance";"Diversity & Inclusion policy";"Esg Data Management";"Efficientamento energetico";"Governance Esg";"HR & formazione";;;;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;"Water management";"Temporary ESG manager"
"Pippo120";"Topolino 120";"Via, Milano 120";;;"www.eticanews.it";"info@eticanews.it";"+39 123575";1995;;"Compreso tra 500.000 € e 2.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";;;;;;;"Esperienza trentennale in materia di strumenti e valutazioni in ambito ESG, a partire dai temi di sostenibilità ambientale, che fin dall'inizio hanno caratterizzato le proposte di consulenza. A questo si aggiunge il supporto tecnico storicamente fornito in ambito nazionale ed Europeo. Inoltre la capacità di utilizzare l'innovazione e la trasversalità delle competenze presenti in Ambiente Italia permettono di offrire ai clienti soluzioni operative alle loro problematiche.  ";"10 a 50";"2 a 10";"La società è da sempre orientata all’approfondimento e alla declinazione  dei principi dello sviluppo sostenibile nelle politiche ambientali e nelle attività economiche a livello sia globale che locale. ";"Non vi è rendicontazione sui fattori ESG";;"Carbon footprint & neutrality";;;;;"Compliance";;"Esg Data Management";"Efficientamento energetico";"Governance Esg";;;"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;;"Economia circolare"
"Pippo121";;"Via, Milano 121";;;"www.eticanews.it";"info@eticanews.it";"+39 123576";"2019 - non consulenza ma software ESG";;"Compreso tra 500.000 € e 2.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";"Credit Safe Italia";"System Consulting";"Ala Finanza Agevolata";;;;"Ecomate è la piattaforma ESG all-in-one che semplifica la sostenibilità per imprese e organizzazioni di ogni dimensione, scelta da oltre 4mila aziende italiane, sia dai loro consulenti. Con oltre 800 standard ESG integrati e il supporto di un Comitato Tecnico Scientifico di 150 esperti, Ecomate offre rating accreditati, monitoraggio della filiera e reporting conforme alle normative UE. Una suite completa e trasparente, pensata per rendere l’ESG misurabile e accessibile a tutti.";"2 a 10";"2 a 10";"Ecomate nasce per democratizzare l’accesso alla sostenibilità, trasformando l’ESG da privilegio di pochi a opportunità per tutti. La nostra piattaforma porta la sostenibilità in ogni impresa, dalle corporate alle micro, perché nessuna resti indietro.";"Non vi è rendicontazione sui fattori ESG";;;"Certificazione/asseverazione";;;;"Compliance";;;;"Governance Esg";"HR & formazione";;;"Procurement";"Rating di sostenibilità e Esg (emissione)";;"Rendicontazione & reporting";"Risk management";"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";"Third Party Opinion";;;"Piattaforma software ESG all in one - non consulenza"
"Pippo122";"Topolino 122";"Via, Milano 122";;;"www.eticanews.it";"info@eticanews.it";"+39 123577";2014;;"Inferiore a 500.000 €";"Compreso tra 250.000 € e 1.000.000 €";;;;;;;"ETICAE – Stewardship in Action offre consulenza ESG con un approccio integrato, orientato all’impatto e alla co-progettazione. Prima realtà italiana a promuovere la stewardship, unisce competenze multi-standard (SA8000, ISO, FSC, UNI/PdR 125, GRI, ESRS) a innovazione e formazione. Distintivo è il focus su parità di genere, inclusione e stewardship, rafforzato da una rete di partnership accademiche e professionali.";"2 a 10";"2 a 10";"Far acquisire i valori e gli obiettivi della gestione etica delle risorse alle aziende, alle organizzazioni e ai singoli individui affinchè servizi e prodotti rafforzino nel tempo il proprio valore.";"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";;;"Certificazione/asseverazione";"Comunicazione";;"Consulenza su società benefit";;"Diversity & Inclusion policy";;;"Governance Esg";"HR & formazione";;"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;"Shareholder engagement";"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";;;;;;"Environmental stewardship , valutazione di impatto sociale"
"Pippo123";"Topolino 123";"Via, Milano 123";;;"www.eticanews.it";"info@eticanews.it";"+39 123578";2003;2017;"Compreso tra 2.000.000 € e 5.000.000 €";"Compreso tra 250.000 € e 1.000.000 €";"All Citrus e Gruppo Volta71";"Gruppo IMQ";"Altromercato";"Ulss 3";"DB Group";"DB Group nel 2024, attiva nel settore logistico, ha rendicontato con noi il suo primo Report di Sostenibilità ed effettuato un'analisi di Carbon Footprint. ";"La nostra azienda ha un'esperienza ventennale nella consulenza. Ridurre e gestire l’impatto ambientale è la nostra mission, affiancando imprese e territorio per trovare soluzioni tecniche e gestionali sostenibili sotto il profilo ambientale, sociale ed economico. La nostra Organizzazione, si impegna a perseguire una politica orientata alla soddisfazione del Cliente e alla corretta gestione delle proprie attività.";"10 a 50";"10 a 50";"""IMPROVE THE GREEN FUTURE"". Capire, progettare e gestire la sostenibilità. Ridurre e gestire l’impatto ambientale è la nostra mission, affiancare imprese e territorio per trovare soluzioni tecniche e gestionali sostenibili sotto il profilo ambientale";"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";;"Carbon footprint & neutrality";"Certificazione/asseverazione";"Comunicazione";;"Consulenza su società benefit";"Compliance";"Diversity & Inclusion policy";"Esg Data Management";"Efficientamento energetico";"Governance Esg";"HR & formazione";;"Life Cycle Assessment";;"Rating di sostenibilità e Esg (emissione)";"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";"Risk management";;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";"Supply chain analysis & management";"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;"Waste management";"Water management";"DNSH, CAM, RSO, RRC"
"Pippo124";;"Via, Milano 124";;;"www.eticanews.it";"info@eticanews.it";"+39 123579";2006;;"Compreso tra 5.000.000 € e 10.000.000 €";"Compreso tra 1.000.000 € e 2.500.000 €";"POSTE ITALIANE";"BANCA SELLA";"VIBRAM";"PIZZOLI";"BEST WESTERN";"Modello informatizzato di supply chain evaluation e rendicontazione di sostenibilità per network alberghiero internazionale.";"LifeGate affianca le imprese nei loro percorsi di cambiamento, migliorando e valorizzando l’approccio alla sostenibilità integrata come elemento strategico, reputazionale e distintivo sul mercato, tenendo conto dell’evoluzione normativa. LifeGate affianca il brand nello sviluppo di uno storytelling di sostenibilità, identificando i pilastri e i contenuti che ne sostanziano il posizionamento per raggiungere e coinvolgere tutti gli stakeholder.";"10 a 50";"10 a 50";"Siamo il luogo dove l’educazione diventa determinazione, il sentimento diventa azione, lo scopo diventa soluzione e risultato.";"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";;"Carbon footprint & neutrality";;"Comunicazione";;"Consulenza su società benefit";"Compliance";;"Esg Data Management";;"Governance Esg";"HR & formazione";;"Life Cycle Assessment";"Procurement";;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";;"Sviluppo di tool, applicativi, software per la raccolta, gestione, monitoraggio dati Esg";;;;
"Pippo125";"Topolino 125";"Via, Milano 125";;;"www.eticanews.it";"info@eticanews.it";"+39 123580";2023;;"Inferiore a 500.000 €";"Inferiore a 250.000 €";"Aziende Agricole Planeta";"Nuovenergie";"Italmatch Chemicals";"OverIT";"Afitexinov";"Per un'azienda dell'energia abbiamo rafforzato la governance ESG e sviluppato un piano di sostenibilità coerente con i risultati di doppia materialità, completo di ambizione, target quali-quantitativi in orizzonti temporali precisi e responsabilità chiare. Grazie all’engagement interno, il piano guida oggi le decisioni di leadership e management. ";"Società benefit con team di soli senior consultant, esperienza consolidata e competenze trasversali in ambito ESG: con approccio pragmatico, cogliamo le specificità di ogni azienda e ci concentriamo su ciò che conta, traducendo la complessità in azioni concrete di miglioramento. Destiniamo il 5% del fatturato da clienti profit a realtà del terzo settore scelte insieme ai clienti.";"2 a 10";"2 a 10";"Promuovere lo sviluppo sostenibile aiutando grandi aziende, PMI e organizzazioni del terzo settore a navigare la complessità dei temi ESG, facendo consulenza di alta qualità e rendendola accessibile.";"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";;;;"Comunicazione";;;;"Diversity & Inclusion policy";;;;;;"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";;;;;;"-	Corporate e Product Carbon Footprint -	Target e piano di decarbonizzazione -	Environmental Product Declarations (EPD) -	Sviluppo tool semplificati per LCA, PCF ed ecodesign -	Formazione ESG -	Analisi di materialità -	Piano di sostenibilità"
"Pippo126";;"Via, Milano 126";;;"www.eticanews.it";"info@eticanews.it";"+39 123581";2019;2023;"Inferiore a 500.000 €";"Inferiore a 250.000 €";;;;;;"Supporto alle aziende per ottenere certificazioni di qualità e parità di genere, rafforzandone le politiche di inclusione e governance. Redazione dei bilanci di sostenibilità, che hanno permesso ai clienti di misurare, comunicare e valorizzare in modo trasparente il proprio impatto ambientale, sociale e di governance.";"Si distingue per un approccio integrato e su misura, unendo strategia, operatività e misurabilità. Punta su innovazione, inclusione, cultura interna, trasparenza e responsabilità, trasformando la sostenibilità in un percorso concreto e coerente. Grazie a metodologie uniche, continuità, capacità di generare impatti misurabili e di adattarsi a contesti complessi, offre un modello distintivo, competitivo e in grado di anticipare le sfide del panorama ESG.";"10 a 50";"2 a 10";"Il nostro scopo non è solo quello di essere fornitori di servizi, ma veri e propri alleati strategici, capaci di ascoltare, comprendere e anticipare le esigenze delle aziende, accompagnandole nel raggiungimento di risultati misurabili e sostenibili.";"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";"Asseverazione bilanci di sostenibilità";;"Certificazione/asseverazione";"Comunicazione";"Consulenza Finanziaria";"Consulenza su società benefit";;"Diversity & Inclusion policy";;;"Governance Esg";"HR & formazione";;;;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;;"Stakeholder engagement";"Strategia (piani, obiettivi, azioni)";;;;;;
"Pippo127";"Topolino 127";"Via, Milano 127";;;"www.eticanews.it";"info@eticanews.it";"+39 123582";2012;2025;"Compreso tra 500.000 € e 2.000.000 €";"Inferiore a 250.000 €";;;;;;;"Guidiamo le organizzazioni nella costruzione della roadmap per integrare sostenibilità, trasparenza e rendicontazione attraverso consulenze strategiche
mirate alla conoscenza e applicazione dei criteri ESG. Accompagniamo le aziende nella valutazione delle performance ESG e le supportiamo nel percorso di valutazione d’impatto, definizione della strategia di sostenibilità e reporting (VSME, GRI, ESRS etc.).";"10 a 50";"2 a 10";"Accelerating sustainable buildings, communities and organization to improve life.";"Le informazioni in materia di ESG sono contenute nel bilancio di sostenibilità annuale dell’azienda";;"Carbon footprint & neutrality";;"Comunicazione";;"Consulenza su società benefit";"Compliance";"Diversity & Inclusion policy";"Esg Data Management";"Efficientamento energetico";"Governance Esg";"HR & formazione";;"Life Cycle Assessment";;;"Rating di sostenibilità e Esg (supporto)";"Rendicontazione & reporting";;;;"Strategia (piani, obiettivi, azioni)";;;;;;
